emp_no,first_name,last_name,birth_date,from_date,to_date,title
279660,Elrique,Rajcani,1959-08-14,1988-10-02,9999-01-01,Staff
279663,Beshir,Rodiger,1957-06-21,1988-08-31,9999-01-01,Engineer
279665,Munehiro,Unno,1964-07-01,1986-11-04,9999-01-01,Senior Staff
279666,Stepehn,Luca,1964-02-11,1986-10-09,9999-01-01,Senior Engineer
279679,Sachem,Kobara,1962-11-23,1985-10-03,9999-01-01,Engineer
279680,Dipayan,Iisaku,1963-10-05,1985-07-24,9999-01-01,Engineer
279684,Alair,Dulli,1958-11-12,1987-08-02,9999-01-01,Staff
279696,Dinkar,Vieth,1958-03-01,1986-10-04,9999-01-01,Senior Staff
279697,Shahar,Rajcani,1964-02-14,1988-08-01,9999-01-01,Senior Staff
279699,Xuedong,Baalen,1957-01-23,1986-11-06,9999-01-01,Senior Engineer
279701,Mingsen,Rothe,1957-09-02,1988-07-19,9999-01-01,Staff
279711,Bader,Maquelin,1956-07-13,1985-12-05,9999-01-01,Senior Engineer
279713,Yonghoan,Huhdanpaa,1959-01-28,1988-09-07,9999-01-01,Engineer
279714,Poorav,Rothenberg,1964-04-19,1987-02-22,9999-01-01,Engineer
279717,Zhaofang,Ghazalie,1957-04-05,1988-08-05,9999-01-01,Staff
279720,Yuqun,Chappelet,1960-01-21,1989-07-25,9999-01-01,Senior Engineer
279723,Reuven,Slutz,1960-09-23,1988-02-06,9999-01-01,Senior Engineer
279725,Manu,Perng,1958-06-15,1988-10-04,9999-01-01,Staff
279747,Froduald,Schurmann,1958-12-05,1985-11-13,9999-01-01,Technique Leader
279766,Emran,Ellozy,1962-06-04,1988-07-07,9999-01-01,Engineer
279769,Sashi,Ishibashi,1963-11-26,1985-04-06,9999-01-01,Engineer
279789,Shawna,Pauthner,1963-12-04,1987-09-08,9999-01-01,Senior Engineer
279791,Chiranjit,Lyonns,1965-01-10,1986-12-24,9999-01-01,Assistant Engineer
279792,Subhada,Yeung,1959-11-04,1987-12-11,9999-01-01,Senior Staff
279810,Marin,Luca,1956-06-20,1985-04-12,9999-01-01,Engineer
279815,Zito,Picci,1957-12-06,1986-10-15,9999-01-01,Staff
279816,Stepehn,Litvinov,1958-08-16,1989-02-04,9999-01-01,Senior Engineer
279821,Ingmar,Ruther,1958-09-19,1989-08-10,9999-01-01,Engineer
279824,Vidar,Bodoff,1958-04-14,1987-04-30,9999-01-01,Senior Staff
279825,Arco,Badache,1960-01-22,1988-02-18,9999-01-01,Senior Engineer
279826,Tonny,Brobst,1956-04-16,1986-08-05,9999-01-01,Engineer
279830,Xiaocheng,Guting,1961-07-24,1988-11-07,9999-01-01,Senior Engineer
279840,Mitchel,Eppinger,1958-12-19,1987-03-04,9999-01-01,Senior Staff
279844,Yuriy,Swab,1958-09-14,1988-12-30,9999-01-01,Senior Staff
279846,Sanjoy,Schach,1956-09-21,1987-09-15,9999-01-01,Senior Engineer
279853,Szabolcs,Itschner,1958-07-04,1986-06-20,9999-01-01,Senior Staff
279864,Bernice,Yurov,1963-09-28,1985-10-25,9999-01-01,Engineer
279867,Troy,Kamble,1958-04-03,1989-12-25,9999-01-01,Staff
279878,Giap,Prampolini,1957-07-10,1987-08-29,9999-01-01,Senior Staff
279886,Basem,Bultermann,1962-12-07,1989-12-20,9999-01-01,Senior Staff
279890,Remzi,Sidhu,1958-01-19,1986-08-11,9999-01-01,Senior Staff
279895,JoAnne,Naudin,1964-06-04,1985-02-03,9999-01-01,Senior Engineer
279899,Maia,Falster,1958-04-06,1986-01-08,9999-01-01,Senior Staff
279907,Macha,Kusakari,1964-02-05,1986-10-09,9999-01-01,Senior Staff
279908,Hitofumi,Dolinsky,1959-11-16,1988-11-05,9999-01-01,Senior Staff
279914,Harngdar,Meriste,1963-10-09,1988-04-18,9999-01-01,Senior Engineer
279939,Tze,Daescu,1963-10-24,1989-09-29,9999-01-01,Senior Engineer
279942,Shih,Valiente,1962-11-17,1988-06-27,9999-01-01,Senior Staff
279944,Giordano,Gunderson,1959-09-19,1986-12-18,9999-01-01,Senior Staff
279945,Genevieve,Strehl,1957-01-30,1989-10-04,9999-01-01,Staff
279948,Candida,Greibach,1964-10-07,1988-07-03,9999-01-01,Engineer
279949,Sajjan,Vasanthakumar,1961-05-12,1986-02-26,9999-01-01,Engineer
279953,Pohua,Speel,1958-08-14,1985-05-10,9999-01-01,Staff
279960,Rimli,Verhaegen,1962-11-29,1988-07-11,9999-01-01,Senior Staff
279962,Nigel,Weisert,1957-10-17,1987-07-20,9999-01-01,Engineer
279970,Yonghoan,Hiyoshi,1957-01-21,1988-05-14,9999-01-01,Engineer
279971,Kerryn,Sewelson,1961-06-12,1985-04-01,9999-01-01,Senior Engineer
279982,Byong,Sidje,1957-04-05,1987-07-25,9999-01-01,Senior Staff
279986,Stella,Cannard,1959-09-20,1987-12-07,9999-01-01,Senior Staff
279987,Dayanand,Smailagic,1957-03-14,1989-12-16,9999-01-01,Engineer
280002,Heejo,Kabayashi,1960-10-25,1986-07-26,9999-01-01,Senior Staff
280003,Heeju,Lorin,1956-12-15,1989-11-26,9999-01-01,Technique Leader
280005,Adit,Pavlopoulou,1958-03-04,1988-02-21,9999-01-01,Senior Staff
280016,Gritta,Lueh,1964-01-01,1987-12-03,9999-01-01,Engineer
280023,Guenter,Pelz,1962-11-15,1988-08-05,9999-01-01,Senior Staff
280026,Shuzo,Pargas,1964-07-30,1985-10-31,9999-01-01,Senior Engineer
280032,Houman,Rohrbach,1956-12-14,1989-11-18,9999-01-01,Senior Staff
280037,Nechama,Bultermann,1964-11-20,1987-06-21,9999-01-01,Senior Engineer
280049,Bangqing,Attimonelli,1959-08-27,1985-12-18,9999-01-01,Senior Engineer
280053,Nakhoon,Bugaenko,1959-06-23,1988-02-29,9999-01-01,Senior Engineer
280064,Huan,Gecseg,1956-01-14,1988-09-28,9999-01-01,Engineer
280068,Trygve,Fujisaki,1956-04-27,1989-03-09,9999-01-01,Senior Engineer
280070,Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01,Senior Staff
280081,Dmitri,Kropatsch,1959-07-25,1985-04-02,9999-01-01,Senior Engineer
280083,Miquel,Piveteau,1956-02-11,1987-05-20,9999-01-01,Senior Engineer
280086,Achilleas,Seiwald,1956-03-17,1986-12-04,9999-01-01,Senior Engineer
280093,Susanna,Randi,1959-03-10,1985-05-16,9999-01-01,Senior Engineer
280101,Mabo,Henders,1960-02-15,1985-11-19,9999-01-01,Senior Staff
280104,Yahiko,Falco,1960-11-03,1989-02-03,9999-01-01,Senior Staff
280107,Bader,Bael,1959-03-14,1988-11-08,9999-01-01,Senior Staff
280111,Prasadram,Ruther,1964-02-18,1987-11-10,9999-01-01,Senior Engineer
280115,Subhankar,Simmel,1962-08-06,1986-03-23,9999-01-01,Staff
280142,Divier,Pargas,1956-01-28,1985-02-07,9999-01-01,Engineer
280159,Luisa,Hettesheimer,1957-06-10,1989-03-21,9999-01-01,Senior Staff
280166,Satyanarayana,Angot,1957-03-12,1985-03-16,9999-01-01,Engineer
280168,Cristinel,Denis,1958-12-18,1987-10-17,9999-01-01,Senior Engineer
280172,Ipke,Garigliano,1963-09-25,1985-02-27,9999-01-01,Senior Engineer
280173,Jaroslava,Sluis,1962-10-31,1989-02-28,9999-01-01,Senior Engineer
280178,Arch,Cooke,1961-11-14,1986-11-28,9999-01-01,Engineer
280186,Tse,Narlikar,1959-10-07,1989-03-25,9999-01-01,Engineer
280198,Apostol,Llado,1958-03-17,1985-11-12,9999-01-01,Senior Staff
280201,Dulce,Heuter,1957-06-17,1989-05-20,9999-01-01,Technique Leader
280202,Mani,Bain,1963-10-26,1989-03-26,9999-01-01,Senior Staff
280205,Uinam,Peres,1958-02-12,1987-03-17,9999-01-01,Senior Staff
280225,Freyja,Rajcani,1959-12-01,1985-12-06,9999-01-01,Staff
280226,Nevin,Puppe,1962-10-08,1985-03-30,9999-01-01,Senior Staff
280228,Remco,Bala,1957-03-19,1986-10-20,9999-01-01,Assistant Engineer
280239,Aleksandar,Armand,1964-01-24,1986-08-09,9999-01-01,Technique Leader
280242,Jaewoo,Trelles,1961-08-31,1988-02-15,9999-01-01,Engineer
280250,Renee,Egerstedt,1956-10-09,1985-02-16,9999-01-01,Staff
280251,Saniya,Suwa,1957-06-16,1985-02-10,9999-01-01,Senior Engineer
280252,Kayoko,Unno,1957-03-02,1985-04-06,9999-01-01,Staff
280261,Abdelkader,Rosin,1957-03-13,1989-05-11,9999-01-01,Staff
280269,Shahid,Hardjono,1959-04-27,1987-10-19,9999-01-01,Staff
280273,Marco,Iivonen,1963-09-25,1987-05-14,9999-01-01,Assistant Engineer
280278,Susanta,Slutz,1961-06-04,1986-02-01,9999-01-01,Senior Engineer
280279,Licheng,Miyakawa,1958-04-26,1985-05-30,9999-01-01,Technique Leader
280288,Marla,Wielonsky,1956-05-08,1985-12-16,9999-01-01,Senior Engineer
280300,Remmert,McClurg,1963-11-06,1987-09-13,9999-01-01,Senior Staff
280310,Hsiangchu,Osgood,1962-11-04,1988-02-02,9999-01-01,Senior Staff
280317,Mats,Peng,1964-12-11,1988-10-31,9999-01-01,Senior Staff
280322,Moheb,Yemenis,1958-07-10,1989-02-10,9999-01-01,Senior Engineer
280327,Xiping,Roisin,1962-12-26,1987-02-24,9999-01-01,Staff
280341,Jiann,Grabner,1959-06-03,1985-07-07,9999-01-01,Senior Engineer
280342,Djenana,Binding,1960-05-27,1987-11-14,9999-01-01,Senior Engineer
280345,Barry,Chaudhury,1959-11-03,1988-08-25,9999-01-01,Senior Staff
280348,Vivian,Jayawardene,1960-01-13,1989-11-17,9999-01-01,Senior Engineer
280351,Roded,Steinauer,1959-09-01,1986-06-15,9999-01-01,Senior Staff
280369,Vasiliy,Chorvat,1959-07-11,1985-06-12,9999-01-01,Technique Leader
280382,Aleksandar,Parascandalo,1964-03-25,1986-09-20,9999-01-01,Engineer
280384,Idoia,Waschkowski,1962-09-21,1986-02-02,9999-01-01,Senior Staff
280390,Nahla,Bernick,1960-01-24,1986-02-13,9999-01-01,Senior Engineer
280394,Munenori,Rijsenbrij,1957-06-09,1989-11-12,9999-01-01,Engineer
280399,Mani,Cherinka,1958-04-07,1988-11-08,9999-01-01,Engineer
280403,Bluma,Avouris,1962-08-12,1987-05-14,9999-01-01,Senior Staff
280406,Georgi,Perng,1962-06-30,1987-09-27,9999-01-01,Staff
280409,Shen,Kuhnemann,1956-01-26,1987-08-27,9999-01-01,Engineer
280412,Kasturi,Schaar,1959-08-02,1986-10-01,9999-01-01,Senior Staff
280416,Shigeo,Plessier,1963-10-17,1989-01-26,9999-01-01,Staff
280420,Jahangir,Hofting,1965-01-31,1986-09-28,9999-01-01,Staff
280422,Erzsebet,Linares,1962-09-09,1985-04-23,9999-01-01,Senior Staff
280427,Navin,Backhouse,1957-07-13,1987-04-28,9999-01-01,Staff
280429,Hyuncheol,Yurek,1962-03-17,1987-02-09,9999-01-01,Senior Staff
280436,Zhongwei,Quadeer,1960-05-19,1989-12-12,9999-01-01,Technique Leader
280438,Jaana,Andreotta,1963-05-15,1987-07-24,9999-01-01,Senior Engineer
280439,Radoslaw,Gyimothy,1962-02-23,1985-03-13,9999-01-01,Senior Engineer
280445,Adamantios,Driscoll,1964-02-24,1986-06-15,9999-01-01,Assistant Engineer
280464,Kankanahalli,Uehara,1959-07-15,1987-03-21,9999-01-01,Senior Engineer
280466,Satosi,Navazio,1964-01-11,1986-10-27,9999-01-01,Senior Staff
280469,Kauko,Nations,1964-11-01,1986-11-30,9999-01-01,Technique Leader
280471,Siamak,Chepyzhov,1964-02-16,1989-10-23,9999-01-01,Senior Staff
280474,Leni,Makinen,1956-01-30,1989-10-07,9999-01-01,Technique Leader
280479,Zongyan,Czaja,1964-11-22,1986-02-24,9999-01-01,Senior Engineer
280485,Hugh,Boyle,1962-10-23,1986-10-10,9999-01-01,Engineer
280486,Barry,Heijenga,1957-12-12,1989-03-19,9999-01-01,Staff
280491,Steen,Zeidenstein,1959-05-10,1987-12-05,9999-01-01,Staff
280504,Shigehito,Breugel,1958-04-07,1989-08-28,9999-01-01,Senior Engineer
280528,Eckart,Millington,1961-03-01,1987-10-26,9999-01-01,Engineer
280529,Mrinalini,Zastre,1959-02-15,1989-08-16,9999-01-01,Senior Staff
280542,Chenye,Vecchio,1958-05-09,1989-04-01,9999-01-01,Engineer
280543,Qingxiang,Baca,1959-10-18,1989-03-21,9999-01-01,Senior Staff
280544,Sajjan,Rajaraman,1956-04-17,1986-05-16,9999-01-01,Senior Staff
280545,Barton,Hanabata,1961-09-21,1989-03-13,9999-01-01,Engineer
280546,Alain,Murthy,1964-09-15,1987-12-31,9999-01-01,Engineer
280548,Yakkov,Comellas,1962-08-12,1987-01-02,9999-01-01,Senior Staff
280549,Sushant,Staudhammer,1964-06-21,1989-02-05,9999-01-01,Senior Engineer
280550,Honglan,Petereit,1960-09-04,1986-07-12,9999-01-01,Engineer
280551,Gregory,Kabayashi,1958-10-22,1986-09-14,9999-01-01,Staff
280557,Paloma,Hofmeyr,1959-09-13,1988-10-28,9999-01-01,Senior Engineer
280558,Mooi,Perl,1957-02-24,1987-12-30,9999-01-01,Engineer
280564,Angel,Kampfer,1956-06-18,1989-11-20,9999-01-01,Senior Engineer
280567,Billur,Eiter,1957-04-24,1986-02-08,9999-01-01,Senior Engineer
280617,Yechiam,Sewelson,1964-07-04,1988-12-31,9999-01-01,Senior Staff
280629,Dung,Hennings,1956-03-14,1986-03-30,9999-01-01,Engineer
280630,Aram,Sluis,1964-03-11,1986-04-30,9999-01-01,Senior Engineer
280636,Aamer,Molenaar,1957-10-27,1986-04-22,9999-01-01,Staff
280637,Chriss,Klerer,1961-03-14,1986-10-31,9999-01-01,Senior Staff
280640,Iara,Auyong,1959-10-29,1989-11-08,9999-01-01,Engineer
280648,Heeju,Lorys,1965-01-04,1986-12-27,9999-01-01,Engineer
280649,Goa,Picaronny,1964-09-02,1989-05-21,9999-01-01,Senior Engineer
280666,Masamitsu,Reeken,1962-02-03,1986-04-03,9999-01-01,Staff
280671,Amabile,Brookman,1958-02-14,1989-05-28,9999-01-01,Engineer
280677,Kerryn,Fargier,1960-08-19,1986-06-13,9999-01-01,Senior Engineer
280682,Gift,McDermid,1959-06-27,1989-12-06,9999-01-01,Engineer
280691,Gill,Birnbaum,1956-06-29,1987-05-01,9999-01-01,Senior Staff
280696,Danae,Pavlopoulou,1962-10-12,1985-11-01,9999-01-01,Senior Engineer
280698,Aimee,Provine,1963-03-01,1986-02-19,9999-01-01,Senior Engineer
280700,Junsik,Laurillard,1958-12-01,1985-06-05,9999-01-01,Senior Staff
280702,Inderjeet,Nicolson,1963-10-12,1988-10-31,9999-01-01,Senior Engineer
280705,Sachem,Klassen,1959-07-02,1988-02-17,9999-01-01,Staff
280712,Lene,Schreiter,1959-11-02,1985-10-14,9999-01-01,Senior Engineer
280715,Hilary,Unni,1960-10-27,1987-05-27,9999-01-01,Senior Engineer
280716,Maia,Cmelik,1964-03-09,1988-11-23,9999-01-01,Senior Staff
280719,Subhash,Kaminger,1964-03-23,1989-01-12,9999-01-01,Senior Staff
280725,Ronnie,Kitai,1959-06-23,1986-04-23,9999-01-01,Senior Engineer
280727,Martins,Kandlur,1957-03-02,1988-05-28,9999-01-01,Senior Engineer
280736,Kazuyasu,Theuretzbacher,1957-02-01,1988-08-08,9999-01-01,Senior Staff
280740,Fumitaka,Journel,1956-06-29,1989-02-20,9999-01-01,Staff
280741,Deborah,Jarecki,1956-10-29,1988-03-10,9999-01-01,Senior Staff
280749,Bojan,Yavatkar,1961-01-03,1985-11-10,9999-01-01,Senior Staff
280751,Serenella,Pesch,1959-06-22,1987-11-11,9999-01-01,Senior Staff
280755,Yoshinari,Tibblin,1958-09-26,1989-02-14,9999-01-01,Senior Staff
280757,Kazunori,Schmiedel,1963-04-18,1986-10-28,9999-01-01,Staff
280761,Shen,Binding,1964-12-18,1985-11-02,9999-01-01,Senior Staff
280766,Somnath,Woycyznski,1961-10-08,1985-08-04,9999-01-01,Senior Engineer
280769,Juichirou,Schreiter,1962-09-30,1987-05-12,9999-01-01,Staff
280770,Chriss,Motley,1957-09-20,1989-12-06,9999-01-01,Engineer
280775,Slavian,Luby,1961-04-22,1988-07-21,9999-01-01,Staff
280779,Trygve,Edelhoff,1963-01-31,1987-09-05,9999-01-01,Senior Engineer
280786,Froduald,Dratva,1959-03-16,1987-11-14,9999-01-01,Engineer
280794,Reinhold,Ghazalie,1964-09-01,1989-01-10,9999-01-01,Staff
280797,Phillip,Bednarek,1957-11-10,1989-09-03,9999-01-01,Senior Staff
280807,Christfried,Zockler,1958-01-19,1986-04-14,9999-01-01,Senior Staff
280810,Roselyn,Puppo,1956-10-05,1987-11-16,9999-01-01,Assistant Engineer
280811,Mohammad,Gire,1962-12-23,1988-12-24,9999-01-01,Senior Engineer
280812,Karoline,Zlotek,1961-12-05,1985-03-23,9999-01-01,Engineer
280814,Babette,Speckmann,1959-08-25,1988-01-15,9999-01-01,Engineer
280815,Haldun,Plotkin,1960-03-23,1986-12-06,9999-01-01,Senior Staff
280819,Vivian,Zeilberger,1960-04-05,1988-05-11,9999-01-01,Senior Engineer
280820,Aiman,Pepe,1956-12-21,1986-09-23,9999-01-01,Senior Staff
280824,Minghong,Zhang,1963-11-11,1986-04-11,9999-01-01,Senior Engineer
280829,Xiadong,Rissland,1957-11-28,1987-08-14,9999-01-01,Senior Staff
280834,Kamran,Gomatam,1957-05-31,1987-03-29,9999-01-01,Staff
280835,Luigi,Heuser,1957-08-25,1986-10-01,9999-01-01,Engineer
280841,Hsiangchu,Moffat,1958-08-22,1985-11-26,9999-01-01,Staff
280847,Mang,Emmerich,1957-08-11,1986-12-25,9999-01-01,Senior Staff
280850,Boguslaw,Sgarro,1964-08-25,1988-04-08,9999-01-01,Senior Engineer
280872,Martine,Hambrick,1962-01-12,1987-04-04,9999-01-01,Senior Staff
280874,Bedir,Peternell,1957-08-23,1985-05-14,9999-01-01,Senior Engineer
280891,Arno,Baba,1959-09-21,1986-09-23,9999-01-01,Senior Staff
280896,Stella,McAffer,1961-08-08,1987-03-01,9999-01-01,Senior Staff
280898,Oguz,Ratzlaff,1962-12-25,1988-11-22,9999-01-01,Staff
280899,Yuichiro,Bratten,1964-09-14,1987-10-27,9999-01-01,Staff
280904,Demin,Yeung,1961-12-28,1986-10-27,9999-01-01,Senior Engineer
280907,Mohit,Limongiello,1957-05-30,1985-05-27,9999-01-01,Engineer
280912,Ronnie,Range,1957-04-18,1985-10-02,9999-01-01,Staff
280921,Yonghong,Lunn,1964-08-08,1989-09-29,9999-01-01,Senior Staff
280926,Hongzhu,Rindone,1956-12-25,1989-01-08,9999-01-01,Senior Staff
280928,Yunming,Lenart,1964-12-26,1986-02-17,9999-01-01,Senior Engineer
280936,Alselm,Chenney,1959-12-30,1985-05-22,9999-01-01,Senior Engineer
280944,Avishai,Lamparter,1961-05-25,1987-12-07,9999-01-01,Assistant Engineer
280948,Christoper,Staudhammer,1960-07-03,1985-06-12,9999-01-01,Staff
280958,Tonny,Turnbull,1962-07-31,1985-05-27,9999-01-01,Senior Staff
280963,Mikhail,Oppitz,1958-11-02,1988-01-05,9999-01-01,Senior Engineer
280970,Sashi,Katzenelson,1964-11-27,1985-12-31,9999-01-01,Senior Staff
280971,Pintsang,Peyn,1961-07-19,1987-03-05,9999-01-01,Staff
280980,Sariel,Suomi,1963-07-04,1987-05-12,9999-01-01,Senior Staff
280984,Qiwen,Peyn,1959-12-26,1985-10-04,9999-01-01,Senior Staff
280988,Jaroslava,Katzenelson,1961-08-18,1989-12-18,9999-01-01,Senior Staff
280989,Uta,Peltason,1962-04-14,1986-03-28,9999-01-01,Engineer
281005,Shakhar,Cummings,1956-07-15,1988-11-24,9999-01-01,Senior Staff
281010,Isamu,Kobara,1963-03-07,1988-05-20,9999-01-01,Engineer
281011,Abdulla,Azulay,1964-12-31,1989-05-27,9999-01-01,Senior Staff
281012,Shigenori,Koshino,1962-06-03,1989-07-27,9999-01-01,Senior Engineer
281014,Jacopo,Erdmenger,1963-05-21,1986-09-20,9999-01-01,Senior Staff
281021,Henk,Peltason,1961-07-28,1986-05-30,9999-01-01,Senior Staff
281028,Uma,Desikan,1957-03-06,1985-08-05,9999-01-01,Engineer
281030,Lobel,Dayana,1963-02-07,1988-08-29,9999-01-01,Senior Engineer
281035,Ferdinand,Danecki,1956-06-28,1989-08-27,9999-01-01,Senior Engineer
281036,Oksana,Thimonier,1957-10-31,1988-09-15,9999-01-01,Staff
281039,Guenter,Serot,1962-02-19,1989-05-13,9999-01-01,Senior Staff
281054,Haldun,Perfilyeva,1964-11-02,1987-09-23,9999-01-01,Senior Engineer
281067,Gonzalo,Feldmann,1959-01-14,1989-06-24,9999-01-01,Senior Engineer
281091,Nathan,Denna,1959-10-23,1986-06-10,9999-01-01,Senior Engineer
281092,Sibyl,Markovitch,1956-04-20,1989-05-01,9999-01-01,Senior Staff
281097,Ibibia,Beznosov,1964-08-20,1986-05-02,9999-01-01,Senior Engineer
281108,Moto,Kaltofen,1962-01-31,1986-10-03,9999-01-01,Engineer
281115,Huei,Katalagarianos,1959-08-01,1988-12-20,9999-01-01,Staff
281121,Oscar,Slutz,1960-06-18,1988-12-03,9999-01-01,Senior Staff
281122,Dulce,Naumovich,1961-11-10,1986-03-12,9999-01-01,Senior Staff
281123,Adib,Erev,1963-04-26,1989-11-05,9999-01-01,Engineer
281129,Visit,Reistad,1959-10-25,1985-05-08,9999-01-01,Senior Engineer
281133,Leandro,Peroz,1957-04-11,1988-05-28,9999-01-01,Engineer
281141,Rasiah,Matzel,1958-04-17,1989-12-03,9999-01-01,Senior Engineer
281145,Ewing,Bael,1959-07-18,1989-09-03,9999-01-01,Engineer
281157,Kamakshi,Setiz,1960-08-19,1989-11-02,9999-01-01,Engineer
281158,Fan,Feinberg,1958-06-03,1987-02-11,9999-01-01,Engineer
281161,Marko,Anger,1957-04-26,1987-10-14,9999-01-01,Senior Engineer
281165,Rasiah,Lores,1957-07-13,1986-07-30,9999-01-01,Senior Staff
281166,Horward,Casley,1964-06-20,1989-03-10,9999-01-01,Senior Staff
281174,Paris,Loncour,1963-04-21,1985-03-31,9999-01-01,Senior Staff
281176,Yuuichi,Botman,1964-11-11,1988-09-17,9999-01-01,Staff
281179,Moss,Sethi,1964-01-20,1989-09-21,9999-01-01,Assistant Engineer
281191,Rosella,Mamelak,1962-08-11,1988-11-17,9999-01-01,Staff
281193,Yucai,Kropp,1964-01-25,1989-10-20,9999-01-01,Senior Staff
281203,Bader,Marchesini,1963-02-20,1985-10-07,9999-01-01,Engineer
281205,Constantijn,Wissmann,1959-12-15,1989-09-18,9999-01-01,Senior Engineer
281206,Guiseppe,Pashtan,1956-10-17,1989-12-03,9999-01-01,Engineer
281208,Szabolcs,Murthy,1963-05-24,1987-09-02,9999-01-01,Senior Engineer
281211,Nimmagadda,Sabnani,1960-04-04,1988-11-22,9999-01-01,Staff
281219,Masako,Leppanen,1962-05-02,1987-11-28,9999-01-01,Senior Engineer
281227,Basil,Rullman,1963-10-04,1988-05-01,9999-01-01,Senior Staff
281233,Rimli,Marquardt,1960-09-29,1989-09-07,9999-01-01,Senior Engineer
281237,Anyuan,Akazan,1964-12-20,1988-10-13,9999-01-01,Engineer
281257,Jasminko,Byoun,1956-04-23,1985-06-28,9999-01-01,Senior Staff
281265,Iara,Perz,1958-01-23,1989-02-15,9999-01-01,Senior Staff
281266,Kasturi,Lorie,1958-03-05,1985-11-07,9999-01-01,Senior Staff
281270,Pranjal,Shackel,1959-04-05,1988-07-18,9999-01-01,Senior Engineer
281276,Xiaopeng,Bale,1963-01-19,1989-10-10,9999-01-01,Staff
281280,Along,Hofting,1958-11-05,1989-08-04,9999-01-01,Engineer
281309,Junichi,Piazza,1964-09-29,1986-04-03,9999-01-01,Senior Staff
281315,Vitali,Lanteri,1956-04-16,1987-04-22,9999-01-01,Senior Staff
281328,Eishiro,Trachtenberg,1956-05-08,1988-01-21,9999-01-01,Staff
281331,Visit,Bonifati,1956-01-03,1987-08-11,9999-01-01,Senior Staff
281334,Emran,Samarati,1959-12-08,1986-08-13,9999-01-01,Engineer
281339,Sorina,Babu,1964-02-18,1987-07-06,9999-01-01,Senior Staff
281351,Honesty,Angelov,1963-03-27,1989-07-14,9999-01-01,Staff
281354,Rosine,Masaki,1960-08-07,1987-02-04,9999-01-01,Assistant Engineer
281370,Mads,Picco,1964-02-11,1989-12-13,9999-01-01,Staff
281390,Soenke,Thisen,1962-06-26,1986-10-25,9999-01-01,Engineer
281404,Weiye,Kilgore,1961-05-02,1989-10-20,9999-01-01,Engineer
281410,Nathalie,Busillo,1957-02-24,1988-08-28,9999-01-01,Senior Staff
281418,Yifei,Yurek,1957-05-05,1985-11-19,9999-01-01,Senior Staff
281420,Menkae,Heering,1960-06-20,1987-09-25,9999-01-01,Senior Engineer
281429,Duri,Neiman,1961-10-01,1985-10-27,9999-01-01,Senior Engineer
281430,Nobuyoshi,Ginneken,1962-02-04,1989-10-10,9999-01-01,Senior Staff
281435,Subhada,Junot,1964-02-13,1986-03-16,9999-01-01,Staff
281436,Ekawit,Alencar,1959-10-07,1986-05-13,9999-01-01,Senior Engineer
281440,Candido,Prenel,1960-09-17,1988-10-31,9999-01-01,Senior Staff
281441,Sashi,Farrel,1961-01-20,1989-01-11,9999-01-01,Engineer
281447,Byong,Schnelling,1956-07-16,1988-02-07,9999-01-01,Engineer
281459,Reinhold,Remmele,1957-09-16,1985-10-28,9999-01-01,Engineer
281468,Sachar,Furedi,1963-01-13,1987-04-11,9999-01-01,Senior Staff
281479,Eckart,Kampfer,1964-05-22,1987-05-29,9999-01-01,Senior Staff
281486,Alair,Setia,1963-09-28,1988-11-14,9999-01-01,Senior Engineer
281491,Randi,Backhouse,1960-12-28,1988-02-14,9999-01-01,Technique Leader
281506,Niranjan,Poulakidas,1958-10-02,1986-06-20,9999-01-01,Staff
281507,Manibrata,Alpay,1961-09-22,1987-04-08,9999-01-01,Senior Engineer
281508,Arumugam,Rosay,1960-07-15,1989-09-04,9999-01-01,Engineer
281515,Mototsugu,Lorys,1960-06-20,1987-02-22,9999-01-01,Senior Engineer
281522,Hideyuki,Boudaillier,1960-04-06,1988-11-02,9999-01-01,Technique Leader
281523,Fumino,Serra,1962-05-03,1988-01-02,9999-01-01,Senior Staff
281525,Lidong,Androutsos,1963-03-29,1989-10-05,9999-01-01,Engineer
281527,Urs,Mikschl,1956-01-06,1988-03-04,9999-01-01,Staff
281531,Basim,Setia,1962-01-15,1988-09-08,9999-01-01,Senior Engineer
281533,Vasilis,Suomi,1958-07-30,1987-05-16,9999-01-01,Staff
281544,Adit,Schieder,1962-09-28,1988-04-19,9999-01-01,Staff
281550,Hausi,Speckmann,1959-03-01,1989-05-07,9999-01-01,Senior Staff
281551,Shigenori,Tetzlaff,1957-12-18,1986-10-07,9999-01-01,Engineer
281557,Shuichi,Scharstein,1962-01-25,1989-10-30,9999-01-01,Senior Engineer
281566,Heping,Ernst,1962-11-05,1986-01-19,9999-01-01,Senior Engineer
281567,Kitty,Kawashima,1959-05-19,1988-12-18,9999-01-01,Senior Staff
281572,Shigenori,Roison,1964-03-18,1986-09-11,9999-01-01,Engineer
281579,Izaskun,Landherr,1964-03-22,1989-08-05,9999-01-01,Senior Engineer
281580,Sanjeeva,Panienski,1964-10-30,1986-09-16,9999-01-01,Senior Staff
281583,Shaowei,Mersereau,1964-09-28,1985-09-02,9999-01-01,Engineer
281588,Khedija,Edelhoff,1964-02-20,1989-03-22,9999-01-01,Engineer
281594,Changho,Miyakawa,1959-08-20,1989-10-24,9999-01-01,Engineer
281609,Marin,Gulak,1964-12-27,1989-06-04,9999-01-01,Senior Engineer
